report_id,machine_id,operator_name,shift,date,incident_description,initial_action,severity,status
REP_4112,MCH_014,J. Das,Evening,2025-09-30,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Low,Closed
REP_4113,MCH_030,T. Singh,Day,2025-09-25,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,High,Open
REP_4114,MCH_009,R. Verma,Day,2025-10-01,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,High,Open
REP_4115,MCH_024,J. Das,Evening,2025-10-20,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Critical,Closed
REP_4116,MCH_015,A. Khan,Night,2025-09-23,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Low,Closed
REP_4117,MCH_019,T. Singh,Evening,2025-09-25,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Critical,Open
REP_4118,MCH_047,A. Khan,Night,2025-09-11,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Medium,Open
REP_4119,MCH_041,N. Iyer,Evening,2025-10-02,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Closed
REP_4120,MCH_036,J. Das,Evening,2025-09-30,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,High,Closed
REP_4121,MCH_018,T. Singh,Evening,2025-10-07,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_4122,MCH_038,R. Verma,Night,2025-09-28,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,High,Open
REP_4123,MCH_049,T. Singh,Day,2025-09-29,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Medium,Investigating
REP_4124,MCH_002,S. Kumar,Night,2025-10-07,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Medium,Open
REP_4125,MCH_038,R. Verma,Day,2025-09-15,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Critical,Open
REP_4126,MCH_008,T. Singh,Night,2025-10-08,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Critical,Investigating
REP_4127,MCH_009,R. Verma,Day,2025-10-17,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Critical,Investigating
REP_4128,MCH_016,N. Iyer,Night,2025-09-27,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Critical,Closed
REP_4129,MCH_048,R. Verma,Night,2025-10-01,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Medium,Closed
REP_4130,MCH_038,J. Das,Evening,2025-09-21,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Critical,Investigating
REP_4131,MCH_041,R. Verma,Day,2025-09-17,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Critical,Investigating
REP_4132,MCH_038,J. Das,Night,2025-09-04,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Critical,Open
REP_4133,MCH_030,S. Kumar,Day,2025-10-23,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Medium,Investigating
REP_4134,MCH_036,A. Khan,Day,2025-10-19,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Low,Closed
REP_4135,MCH_042,S. Kumar,Night,2025-09-22,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Open
REP_4136,MCH_017,J. Das,Night,2025-10-31,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Low,Investigating
REP_4137,MCH_032,R. Verma,Day,2025-09-08,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Medium,Closed
REP_4138,MCH_035,R. Verma,Evening,2025-10-05,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Critical,Open
REP_4139,MCH_007,N. Iyer,Evening,2025-10-08,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,High,Open
REP_4140,MCH_003,J. Das,Evening,2025-09-22,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Open
REP_4141,MCH_028,J. Das,Night,2025-09-07,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Critical,Closed
REP_4142,MCH_020,J. Das,Day,2025-10-30,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_4143,MCH_043,R. Verma,Evening,2025-09-06,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Critical,Open
REP_4144,MCH_034,S. Kumar,Evening,2025-10-27,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,High,Closed
REP_4145,MCH_001,N. Iyer,Day,2025-09-17,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Low,Open
REP_4146,MCH_002,J. Das,Night,2025-10-02,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Low,Investigating
REP_4147,MCH_002,T. Singh,Night,2025-10-20,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Low,Closed
REP_4148,MCH_020,A. Khan,Evening,2025-09-29,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Low,Investigating
REP_4149,MCH_045,S. Kumar,Night,2025-10-18,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Critical,Investigating
REP_4150,MCH_047,R. Verma,Day,2025-09-24,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Low,Investigating
REP_4151,MCH_020,T. Singh,Night,2025-10-22,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Critical,Closed
REP_4152,MCH_010,S. Kumar,Evening,2025-10-08,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Medium,Open
REP_4153,MCH_017,A. Khan,Evening,2025-09-17,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Medium,Investigating
REP_4154,MCH_028,N. Iyer,Night,2025-10-18,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Low,Closed
REP_4155,MCH_033,S. Kumar,Day,2025-10-14,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,High,Open
REP_4156,MCH_012,A. Khan,Night,2025-10-21,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Low,Closed
REP_4157,MCH_020,A. Khan,Night,2025-10-27,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Medium,Open
REP_4158,MCH_012,J. Das,Night,2025-09-15,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Low,Closed
REP_4159,MCH_023,R. Verma,Day,2025-10-24,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Low,Investigating
REP_4160,MCH_041,T. Singh,Night,2025-09-06,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Low,Investigating
REP_4161,MCH_047,A. Khan,Day,2025-09-06,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,High,Closed
REP_4162,MCH_045,N. Iyer,Evening,2025-09-26,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,High,Investigating
REP_4163,MCH_041,T. Singh,Night,2025-09-29,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,High,Investigating
REP_4164,MCH_017,R. Verma,Day,2025-09-08,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Critical,Open
REP_4165,MCH_029,A. Khan,Night,2025-10-26,Minor smoke detected from motor casing.,Checked coolant levels and filters.,High,Open
REP_4166,MCH_031,R. Verma,Day,2025-10-31,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,Critical,Open
REP_4167,MCH_047,N. Iyer,Evening,2025-10-05,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Medium,Open
REP_4168,MCH_046,T. Singh,Night,2025-09-10,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Critical,Closed
REP_4169,MCH_013,R. Verma,Day,2025-10-17,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,High,Open
REP_4170,MCH_002,T. Singh,Night,2025-10-18,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Low,Open
REP_4171,MCH_015,N. Iyer,Evening,2025-09-16,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Critical,Closed
REP_4172,MCH_013,J. Das,Evening,2025-09-04,Minor smoke detected from motor casing.,Reset system and escalated to engineering.,Low,Closed
REP_4173,MCH_014,J. Das,Night,2025-09-02,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Low,Open
REP_4174,MCH_009,S. Kumar,Day,2025-09-15,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Critical,Closed
REP_4175,MCH_033,R. Verma,Day,2025-09-09,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,High,Closed
REP_4176,MCH_024,R. Verma,Day,2025-10-19,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,Critical,Investigating
REP_4177,MCH_007,S. Kumar,Day,2025-09-10,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_4178,MCH_033,R. Verma,Evening,2025-10-06,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Critical,Investigating
REP_4179,MCH_025,R. Verma,Night,2025-09-30,Oil leakage detected near coupling joint.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_4180,MCH_014,R. Verma,Evening,2025-09-19,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Medium,Open
REP_4181,MCH_040,J. Das,Night,2025-09-09,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Medium,Closed
REP_4182,MCH_027,A. Khan,Day,2025-09-27,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,High,Open
REP_4183,MCH_030,J. Das,Evening,2025-09-09,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,Medium,Investigating
REP_4184,MCH_050,R. Verma,Evening,2025-10-04,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Low,Investigating
REP_4185,MCH_029,T. Singh,Day,2025-09-19,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Low,Open
REP_4186,MCH_001,A. Khan,Day,2025-10-25,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_4187,MCH_015,J. Das,Evening,2025-10-23,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,High,Investigating
REP_4188,MCH_010,A. Khan,Day,2025-09-22,Minor smoke detected from motor casing.,Reduced load and notified maintenance team.,High,Closed
REP_4189,MCH_006,A. Khan,Evening,2025-10-26,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,Medium,Open
REP_4190,MCH_018,S. Kumar,Evening,2025-09-23,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,High,Open
REP_4191,MCH_042,T. Singh,Day,2025-09-08,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Critical,Investigating
REP_4192,MCH_046,J. Das,Day,2025-10-28,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Medium,Closed
REP_4193,MCH_017,S. Kumar,Night,2025-10-10,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Low,Investigating
REP_4194,MCH_007,T. Singh,Night,2025-10-26,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Low,Closed
REP_4195,MCH_034,J. Das,Evening,2025-10-05,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Medium,Open
REP_4196,MCH_002,T. Singh,Day,2025-09-09,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_4197,MCH_030,T. Singh,Evening,2025-09-30,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,High,Investigating
REP_4198,MCH_022,T. Singh,Day,2025-10-31,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,High,Open
REP_4199,MCH_037,T. Singh,Day,2025-09-21,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Medium,Closed
REP_4200,MCH_047,S. Kumar,Evening,2025-10-14,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,Low,Investigating
REP_4201,MCH_005,A. Khan,Day,2025-09-24,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Low,Open
REP_4202,MCH_009,T. Singh,Evening,2025-09-08,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Critical,Closed
REP_4203,MCH_027,N. Iyer,Night,2025-10-27,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,High,Open
REP_4204,MCH_031,S. Kumar,Evening,2025-09-15,Slight delay in start-up sequence observed.,Reduced load and notified maintenance team.,High,Investigating
REP_4205,MCH_008,R. Verma,Evening,2025-09-10,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,High,Closed
REP_4206,MCH_028,J. Das,Day,2025-10-27,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Critical,Investigating
REP_4207,MCH_045,A. Khan,Evening,2025-10-18,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Medium,Open
REP_4208,MCH_008,R. Verma,Evening,2025-09-02,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Critical,Open
REP_4209,MCH_010,S. Kumar,Day,2025-10-15,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Critical,Closed
REP_4210,MCH_019,A. Khan,Day,2025-09-13,Temperature rising faster than normal during startup.,Temporarily halted machine for inspection.,Low,Closed
REP_4211,MCH_016,R. Verma,Evening,2025-09-03,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Medium,Open
REP_4212,MCH_010,T. Singh,Night,2025-09-27,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Low,Open
REP_4213,MCH_027,R. Verma,Evening,2025-09-01,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,Medium,Investigating
REP_4214,MCH_021,S. Kumar,Day,2025-09-13,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,High,Closed
REP_4215,MCH_034,S. Kumar,Evening,2025-09-30,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Critical,Open
REP_4216,MCH_012,T. Singh,Evening,2025-10-03,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Low,Investigating
REP_4217,MCH_047,N. Iyer,Night,2025-10-23,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_4218,MCH_031,A. Khan,Night,2025-09-24,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_4219,MCH_049,A. Khan,Night,2025-10-29,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Critical,Investigating
REP_4220,MCH_019,J. Das,Night,2025-09-12,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Medium,Open
REP_4221,MCH_012,T. Singh,Evening,2025-10-03,Temperature rising faster than normal during startup.,Reset system and escalated to engineering.,Low,Closed
REP_4222,MCH_023,N. Iyer,Day,2025-10-23,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Low,Closed
REP_4223,MCH_017,J. Das,Evening,2025-10-16,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Low,Investigating
REP_4224,MCH_033,N. Iyer,Evening,2025-10-06,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Medium,Closed
REP_4225,MCH_043,N. Iyer,Day,2025-10-04,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,High,Open
REP_4226,MCH_043,J. Das,Evening,2025-10-14,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Low,Open
REP_4227,MCH_039,J. Das,Night,2025-10-13,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_4228,MCH_048,A. Khan,Night,2025-10-30,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Critical,Closed
REP_4229,MCH_025,J. Das,Day,2025-09-27,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Critical,Closed
REP_4230,MCH_032,N. Iyer,Evening,2025-09-14,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Critical,Investigating
REP_4231,MCH_010,R. Verma,Day,2025-10-31,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Low,Closed
REP_4232,MCH_024,T. Singh,Day,2025-10-03,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Critical,Open
REP_4233,MCH_042,J. Das,Night,2025-10-01,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Medium,Investigating
REP_4234,MCH_031,N. Iyer,Evening,2025-09-29,Minor smoke detected from motor casing.,Checked coolant levels and filters.,High,Investigating
REP_4235,MCH_030,T. Singh,Day,2025-09-05,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Low,Open
REP_4236,MCH_022,N. Iyer,Night,2025-10-05,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Low,Closed
REP_4237,MCH_004,S. Kumar,Evening,2025-10-19,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,High,Open
REP_4238,MCH_008,S. Kumar,Night,2025-09-21,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,Low,Open
REP_4239,MCH_031,T. Singh,Night,2025-10-24,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Critical,Investigating
REP_4240,MCH_002,S. Kumar,Night,2025-10-21,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,Low,Closed
REP_4241,MCH_018,T. Singh,Day,2025-09-19,Pressure fluctuations noted under steady load.,Temporarily halted machine for inspection.,Critical,Open
REP_4242,MCH_050,R. Verma,Evening,2025-09-13,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Critical,Investigating
REP_4243,MCH_006,N. Iyer,Evening,2025-10-28,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,High,Closed
REP_4244,MCH_009,T. Singh,Day,2025-09-29,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Critical,Open
REP_4245,MCH_016,J. Das,Day,2025-09-03,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Medium,Open
REP_4246,MCH_013,A. Khan,Day,2025-09-21,Unusual vibration noise observed near bearing housing.,Reduced load and notified maintenance team.,Medium,Closed
REP_4247,MCH_021,T. Singh,Night,2025-09-28,Oil leakage detected near coupling joint.,Monitored parameters for 15 minutes.,Medium,Open
REP_4248,MCH_041,J. Das,Day,2025-10-12,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Low,Closed
REP_4249,MCH_007,R. Verma,Night,2025-10-09,Minor smoke detected from motor casing.,Checked coolant levels and filters.,Medium,Open
REP_4250,MCH_015,N. Iyer,Night,2025-09-21,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,High,Open
REP_4251,MCH_006,N. Iyer,Night,2025-10-28,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Low,Investigating
REP_4252,MCH_008,N. Iyer,Evening,2025-10-06,Slight delay in start-up sequence observed.,Checked coolant levels and filters.,High,Open
REP_4253,MCH_032,T. Singh,Day,2025-10-11,System auto-shutdown triggered by overheat sensor.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_4254,MCH_039,T. Singh,Day,2025-10-24,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,Medium,Closed
REP_4255,MCH_013,J. Das,Evening,2025-09-19,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Critical,Open
REP_4256,MCH_011,J. Das,Night,2025-10-31,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,High,Open
REP_4257,MCH_017,N. Iyer,Evening,2025-10-01,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,Critical,Open
REP_4258,MCH_012,A. Khan,Night,2025-09-29,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,Medium,Open
REP_4259,MCH_015,J. Das,Day,2025-09-05,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Critical,Closed
REP_4260,MCH_019,R. Verma,Day,2025-10-11,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,Medium,Open
REP_4261,MCH_040,R. Verma,Day,2025-10-19,Pressure fluctuations noted under steady load.,Reduced load and notified maintenance team.,High,Closed
REP_4262,MCH_045,S. Kumar,Night,2025-10-03,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,High,Investigating
REP_4263,MCH_007,J. Das,Day,2025-09-01,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,Medium,Open
REP_4264,MCH_002,R. Verma,Evening,2025-10-05,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,High,Closed
REP_4265,MCH_032,T. Singh,Day,2025-10-20,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Low,Open
REP_4266,MCH_027,S. Kumar,Day,2025-09-11,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Low,Open
REP_4267,MCH_007,A. Khan,Evening,2025-10-28,Pressure fluctuations noted under steady load.,Checked coolant levels and filters.,High,Investigating
REP_4268,MCH_025,S. Kumar,Evening,2025-10-31,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,Medium,Closed
REP_4269,MCH_023,S. Kumar,Night,2025-09-24,Minor smoke detected from motor casing.,Temporarily halted machine for inspection.,Low,Closed
REP_4270,MCH_033,R. Verma,Evening,2025-10-09,Oil leakage detected near coupling joint.,Temporarily halted machine for inspection.,Medium,Investigating
REP_4271,MCH_025,N. Iyer,Night,2025-09-05,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,High,Investigating
REP_4272,MCH_001,A. Khan,Evening,2025-09-25,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,High,Closed
REP_4273,MCH_046,A. Khan,Night,2025-10-25,Slight delay in start-up sequence observed.,Adjusted valve and resumed normal operation.,Low,Investigating
REP_4274,MCH_028,A. Khan,Night,2025-09-18,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,High,Open
REP_4275,MCH_042,A. Khan,Night,2025-10-18,Pressure fluctuations noted under steady load.,Adjusted valve and resumed normal operation.,Critical,Open
REP_4276,MCH_017,S. Kumar,Evening,2025-09-21,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,Medium,Closed
REP_4277,MCH_023,T. Singh,Evening,2025-09-04,Slight delay in start-up sequence observed.,Reset system and escalated to engineering.,Critical,Investigating
REP_4278,MCH_016,R. Verma,Night,2025-10-19,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,High,Closed
REP_4279,MCH_038,R. Verma,Night,2025-10-15,System auto-shutdown triggered by overheat sensor.,Temporarily halted machine for inspection.,High,Open
REP_4280,MCH_013,T. Singh,Evening,2025-09-27,Minor smoke detected from motor casing.,Adjusted valve and resumed normal operation.,Critical,Closed
REP_4281,MCH_005,N. Iyer,Day,2025-10-10,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Medium,Closed
REP_4282,MCH_009,J. Das,Evening,2025-09-17,System auto-shutdown triggered by overheat sensor.,Reset system and escalated to engineering.,High,Open
REP_4283,MCH_049,T. Singh,Day,2025-09-28,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,Low,Investigating
REP_4284,MCH_040,A. Khan,Day,2025-10-28,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Low,Open
REP_4285,MCH_041,R. Verma,Night,2025-10-17,Minor smoke detected from motor casing.,Monitored parameters for 15 minutes.,Medium,Open
REP_4286,MCH_020,S. Kumar,Night,2025-10-17,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Critical,Investigating
REP_4287,MCH_029,T. Singh,Night,2025-09-29,Unusual vibration noise observed near bearing housing.,Adjusted valve and resumed normal operation.,Medium,Open
REP_4288,MCH_042,N. Iyer,Day,2025-10-26,Pressure fluctuations noted under steady load.,Monitored parameters for 15 minutes.,High,Closed
REP_4289,MCH_049,R. Verma,Evening,2025-09-18,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_4290,MCH_031,T. Singh,Day,2025-09-05,Oil leakage detected near coupling joint.,Reduced load and notified maintenance team.,High,Closed
REP_4291,MCH_046,S. Kumar,Day,2025-09-09,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,High,Investigating
REP_4292,MCH_024,J. Das,Evening,2025-09-26,Unusual vibration noise observed near bearing housing.,Reset system and escalated to engineering.,Critical,Investigating
REP_4293,MCH_013,J. Das,Evening,2025-09-02,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Low,Investigating
REP_4294,MCH_009,T. Singh,Evening,2025-10-22,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,High,Open
REP_4295,MCH_025,A. Khan,Day,2025-10-28,System auto-shutdown triggered by overheat sensor.,Checked coolant levels and filters.,Critical,Investigating
REP_4296,MCH_040,R. Verma,Day,2025-10-24,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Medium,Investigating
REP_4297,MCH_031,S. Kumar,Evening,2025-09-17,Oil leakage detected near coupling joint.,Reset system and escalated to engineering.,High,Open
REP_4298,MCH_034,R. Verma,Night,2025-10-13,System auto-shutdown triggered by overheat sensor.,Reduced load and notified maintenance team.,Low,Open
REP_4299,MCH_026,T. Singh,Evening,2025-10-15,Temperature rising faster than normal during startup.,Checked coolant levels and filters.,Critical,Closed
REP_4300,MCH_048,R. Verma,Night,2025-09-10,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,Critical,Closed
REP_4301,MCH_030,J. Das,Day,2025-09-22,Unusual vibration noise observed near bearing housing.,Checked coolant levels and filters.,High,Closed
REP_4302,MCH_034,N. Iyer,Evening,2025-09-28,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,High,Investigating
REP_4303,MCH_015,T. Singh,Day,2025-10-10,Temperature rising faster than normal during startup.,Monitored parameters for 15 minutes.,Low,Closed
REP_4304,MCH_025,N. Iyer,Day,2025-09-01,Temperature rising faster than normal during startup.,Reduced load and notified maintenance team.,High,Closed
REP_4305,MCH_046,A. Khan,Night,2025-09-06,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,High,Investigating
REP_4306,MCH_010,R. Verma,Night,2025-10-14,System auto-shutdown triggered by overheat sensor.,Monitored parameters for 15 minutes.,Medium,Open
REP_4307,MCH_006,J. Das,Evening,2025-09-11,Unusual vibration noise observed near bearing housing.,Monitored parameters for 15 minutes.,Low,Closed
REP_4308,MCH_023,J. Das,Night,2025-10-16,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,High,Closed
REP_4309,MCH_037,A. Khan,Night,2025-09-28,Slight delay in start-up sequence observed.,Temporarily halted machine for inspection.,High,Open
REP_4310,MCH_042,S. Kumar,Night,2025-10-01,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,High,Open
REP_4311,MCH_008,R. Verma,Night,2025-10-22,Unusual vibration noise observed near bearing housing.,Temporarily halted machine for inspection.,Medium,Open
REP_4312,MCH_020,N. Iyer,Day,2025-09-22,Temperature rising faster than normal during startup.,Adjusted valve and resumed normal operation.,Critical,Investigating
REP_4313,MCH_023,A. Khan,Night,2025-09-27,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,High,Open
REP_4314,MCH_027,A. Khan,Night,2025-10-12,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Low,Closed
REP_4315,MCH_020,A. Khan,Night,2025-10-08,Oil leakage detected near coupling joint.,Checked coolant levels and filters.,Critical,Investigating
REP_4316,MCH_045,T. Singh,Night,2025-09-06,Slight delay in start-up sequence observed.,Monitored parameters for 15 minutes.,Critical,Closed
REP_4317,MCH_003,T. Singh,Evening,2025-10-23,Pressure fluctuations noted under steady load.,Reset system and escalated to engineering.,Critical,Open
